id,title,kind,category,address,neighborhood,rating,reviewCount,priceLabel,lat,lng,googleMapsUrl,googlePlaceId,source,active,tags
windsor-on-the-lake-apartments-d26a0d5b,Windsor on the Lake Apartments,property,Apartment complex,,Downtown Core,3.9,77,,,,,,google_maps_list_browser_extract,True,['needs-address']
milago-condominium-12479897,Milago Condominium,property,Condominium complex,,Downtown Core,4.0,71,,,,,,google_maps_list_browser_extract,True,['needs-address']
always-something-7f6295cd,Always Something,restaurant,Restaurant,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
toy-joy-2c89aaa6,Toy Joy,retail,Toy store,,Downtown Core,4.5,725,$$,,,,,google_maps_list_browser_extract,True,['needs-address']
lucky-lizard-curios-and-gifts-dfe8bb33,Lucky Lizard Curios & Gifts,retail,Gift shop,,Downtown Core,4.4,54,,,,,,google_maps_list_browser_extract,True,['needs-address']
daydreamer-coffee-5ae9314d,Daydreamer Coffee,retail,Coffee shop,,Downtown Core,4.5,59,$1–10,,,,,google_maps_list_browser_extract,True,['needs-address']
e-7th-st-b31e5d0a,E 7th St,venue,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
cesar-chavez-st-06d21ae8,Cesar Chavez St,venue,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
electric-shuffle-7012ca7c,Electric Shuffle,venue,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
dwell-coworking-b407366b,Dwell Coworking,venue,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
atelier-1205-119f2372,Atelier 1205,venue,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
arriba-abajo-28d81184,Arriba Abajo,venue,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
half-step-99c461a2,Half Step,venue,,,Rainey,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
heydey-social-club-acfea471,Heydey Social Club,bar,Subterra Agave Bar,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
bar-hacienda-3cd10d33,Bar Hacienda,bar,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
skyhouse-austin-21e323c8,SkyHouse Austin,restaurant,Corner Restaurant,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
marlow-5a5e00cb,Marlow,venue,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
sixth-street-4136b456,Sixth Street,venue,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
perry-s-steakhouse-and-grille-0c02ad23,Perry's Steakhouse & Grille,property,The Shore Condominium,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
the-peacock-bf6316c1,The Peacock,bar,Zanzibar,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
united-apparel-liquidators-a3247385,United Apparel Liquidators,retail,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
hemline-e85857b3,Hemline,retail,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
cedar-street-9cc7950b,Cedar Street,bar,Container Bar,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
atown-d3de7493,Atown,civic,Moody Amphitheater,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
la-condesa-e4a871c7,La Condesa,venue,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
seaholm-power-plant-336d8c98,Seaholm Power Plant,venue,,,Seaholm,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
strangelove-c2961cec,Strangelove,venue,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
rain-on-4th-b68ccc2c,Rain on 4th,venue,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
midnight-cowboy-463c41a8,Midnight Cowboy,civic,Bullock Museum,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
ember-kitchen-7a91ef9a,Ember Kitchen,restaurant,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
canopy-by-hilton-d2330f19,Canopy by Hilton,hotel,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
the-belmont-0dd436b7,The Belmont,venue,,70 Rainey,Rainey,,,,,,,,google_maps_list_browser_extract,True,['needs-google-places-enrichment']
emmer-and-rye-f8c70134,Emmer & Rye,restaurant,,,Rainey,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
cedar-street-courtyard-5c0b26e4,Cedar Street Courtyard,venue,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
austin-proper-eef9c90b,Austin Proper,civic,Waterloo Park,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
patika-6187fd86,Patika,civic,Blanton Museum,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
paramount-theatre-54187719,Paramount Theatre,civic,Moody Center,,Congress,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
dean-s-352b83ae,Dean's,venue,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
speakeasy-7aa5835b,Speakeasy,bar,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
comedor-d91afa95,Comedor,hotel,Hotel Van Zandt,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
2nd-street-district-a0e243e9,2nd Street District,civic,,,2nd Street,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
four-seasons-3640fe7e,Four Seasons,venue,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
austin-rotisserie-1a1a75aa,Austin Rotisserie,venue,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
edge-rooftop-e488bca0,Edge Rooftop,venue,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
fareground-austin-f8a41bea,Fareground Austin,venue,,,Congress,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
east-avenue-e88831b9,East Avenue,venue,,,East Austin,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
devil-may-care-d7a575f5,Devil May Care,venue,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
antone-s-d3965a9c,Antone's,venue,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
wu-chow-787fc299,Wu Chow,venue,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
jw-marriott-26791b39,JW Marriott,hotel,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
green-light-social-de0a450c,Green Light Social,venue,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
waterloo-records-2840c4b2,Waterloo Records,civic,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
jo-s-d173c1ed,Jo's,bar,Stay Put Brewpub,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
thompson-austin-49567a6c,Thompson Austin,hotel,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
true-food-kitchen-9ddbcb94,True Food Kitchen,restaurant,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
whole-foods-flagship-dd6ccc06,Whole Foods Flagship,restaurant,,,Seaholm,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
the-dead-rabbit-6b592020,The Dead Rabbit,venue,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
stephen-f-austin-33b67ed1,Stephen F. Austin,bar,Bar Fino,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
eliza-page-4b2977bd,Eliza Page,retail,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
republic-square-db447347,Republic Square,bar,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
fifth-west-03994013,Fifth + West,property,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
the-austonian-507371e1,The Austonian,property,,,Congress,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
red-ash-a028e9df,Red Ash,restaurant,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
elephant-room-53b565e6,Elephant Room,civic,Gables Park Tower,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
congress-avenue-60f6faa7,Congress Avenue,venue,,,Congress,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
rainey-street-7cf451b9,Rainey Street,venue,,,Rainey,,,,,,,,google_maps_list_browser_extract,True,"['duplicate-title-review', 'needs-google-places-enrichment', 'needs-address']"
the-modern-austin-residences-5a82389b,The Modern Austin Residences,property,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
warehouse-cbd-f42bee65,Warehouse / CBD,venue,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
martin-luther-king-jr-blvd-5d33c6d9,Martin Luther King Jr. Blvd,venue,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
paseo-751e7af3,Paseo,property,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
north-downtown-bf72bb3f,North Downtown,venue,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
rainey-street-4687eef7,Rainey Street,civic,Seaholm District,1 Hotel Austin,Rainey,,,,,,,,google_maps_list_browser_extract,True,"['duplicate-title-review', 'needs-google-places-enrichment']"
lady-bird-lake-99a6970f,Lady Bird Lake,venue,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
northshore-3b140067,Northshore,property,,,Seaholm,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
residences-at-6g-2c5afc6f,Residences at 6G,property,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
atx-tower-8f545a4e,ATX Tower,property,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
mlk-highline-87f77ea7,MLK Highline,property,W Austin Hotel & Residences,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
seaholm-residences-6adf2a18,Seaholm Residences,property,,,Seaholm,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
lamar-blvd-1b262b52,Lamar Blvd,venue,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
bookpeople-ff5c1c35,BookPeople,retail,ACL Live at The Moody Theater,,Seaholm,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
waterline-austin-8d64c397,Waterline Austin,property,Corporate office,44 East Ave,East Austin,4.4,31,,,,,,google_maps_list_browser_extract,True,[]
condominium-complex-c44c57ec,Condominium complex,property,,,Downtown Core,,,,,,,,google_maps_list_browser_extract,True,"['needs-google-places-enrichment', 'needs-address']"
banger-s-sausage-house-and-beer-garden-aa6f1fc1,Banger's Sausage House & Beer Garden,bar,Beer Garden,,Rainey,4.5,7322,$20–30,,,,,google_maps_list_browser_extract,True,['needs-address']
the-independent-8a0c7f28,The Independent,property,Condominium complex,,Downtown Core,4.5,96,,,,,,google_maps_list_browser_extract,True,['needs-address']
hestia-21546be9,Hestia,restaurant,Fine Dining,,Downtown Core,4.5,1003,$100+,,,,,google_maps_list_browser_extract,True,['needs-address']
fairmont-austin-819bd75a,Fairmont Austin,hotel,4-star hotel,,Downtown Core,4.6,7155,,,,,,google_maps_list_browser_extract,True,['needs-address']
the-driskill-the-unbound-collection-by-hyatt-7b3b0733,The Driskill - The Unbound Collection by Hyatt,hotel,4-star hotel,,Congress,4.6,5409,,,,,,google_maps_list_browser_extract,True,['needs-address']
the-roosevelt-room-617e5fb9,The Roosevelt Room,bar,Cocktail bar,,Downtown Core,4.6,2287,$20–30,,,,,google_maps_list_browser_extract,True,['needs-address']
austin-central-library-austin-public-library-133ef887,"Austin Central Library, Austin Public Library",civic,Public library,,Downtown Core,4.7,1574,,,,,,google_maps_list_browser_extract,True,['needs-address']
the-line-austin-8fdf81e3,The LINE Austin,hotel,4-star hotel,,Downtown Core,4.0,2175,,,,,,google_maps_list_browser_extract,True,['needs-address']
texas-capitol-a76e3c38,Texas Capitol,civic,State government office,,Congress,4.7,4883,,,,,,google_maps_list_browser_extract,True,['needs-address']
downtown-austin-f536afd5,Downtown Austin,venue,,"Austin, TX",Downtown Core,,,,,,,,google_maps_list_browser_extract,True,['needs-google-places-enrichment']
